raw fourbytes,0.9746376811594203
raw ncd,0.7989130434782609
fStat byteBag,0.7228260869565217
fStat0 byteBag,0.7228260869565217
fStatV2 byteBag,0.7222222222222222
fStat0V2 byteBag,0.7222222222222222
fStat jump,0.7028985507246377
fStatV2 jump,0.7028985507246377
fStat0 ncd,0.6751207729468599
fStat0V2 ncd,0.6745169082125604
skeletons byteBag,0.660024154589372
fStat ncd,0.658816425120773
fStatV2 ncd,0.6570048309178744
fstSecSkel byteBag,0.6533816425120773
fStat0V2 bz,0.6527777777777778
fstSecSkel bz,0.6521739130434783
fStat0 bz,0.6515700483091788
skeletons bz,0.644927536231884
skeletons ncd,0.6400966183574879
fstSecSkel ncd,0.6400966183574879
raw bz,0.6280193236714976
fStat0 jump,0.623792270531401
fStat0V2 jump,0.6231884057971014
fstSecSkel jump,0.6123188405797102
skeletons jump,0.6111111111111112
raw lzjd,0.6038647342995169
fStatV2 bz,0.5996376811594203
fStat bz,0.5960144927536232
raw byteBag,0.5700483091787439
skeletons ppdeep_mod,0.535024154589372
fstSecSkel ppdeep_mod,0.533816425120773
fStat ppdeep_mod,0.5054347826086957
fStatV2 ppdeep_mod,0.5042270531400966
raw ppdeep_mod,0.49516908212560384
fStat0V2 ppdeep_mod,0.46618357487922707
fStat0 ppdeep_mod,0.46497584541062803
fStat ppdeep,0.44323671497584544
fStatV2 ppdeep,0.44323671497584544
fStat ssdeep,0.44082125603864736
fStatV2 ssdeep,0.44082125603864736
fstSecSkel lzjd,0.4305555555555556
skeletons lzjd,0.427536231884058
fStat0 ssdeep,0.4136473429951691
fStat0 ppdeep,0.4136473429951691
fStat0V2 ssdeep,0.4136473429951691
fStat0V2 ppdeep,0.4136473429951691
skeletons ppdeep,0.39553140096618356
fstSecSkel ssdeep,0.39553140096618356
fstSecSkel ppdeep,0.39553140096618356
skeletons ssdeep,0.39492753623188404
raw jump,0.34480676328502413
raw ssdeep,0.2898550724637681
raw ppdeep,0.2898550724637681
fStat0 lzjd,0.21859903381642512
fStat0V2 lzjd,0.21859903381642512
fStat lzjd,0.13103864734299517
fStatV2 lzjd,0.1292270531400966
skeletons fourbytes,0.06099033816425121
fstSecSkel fourbytes,0.06099033816425121
fStat fourbytes,0.06099033816425121
fStat0 fourbytes,0.06099033816425121
fStatV2 fourbytes,0.06099033816425121
fStat0V2 fourbytes,0.06099033816425121
